PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,,Survived
668,no,Third,"Rommetvedt, Mr. Knud Paust",male,,0,0,312993,7.775,,S,,0
669,no,Third,"Cook, Mr. Jacob",male,43,0,0,A/5 3536,8.05,,S,,0
670,yes,First,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,19996,52,C126,S,,1
671,yes,Second,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,1,1,29750,39,,S,,1
672,no,First,"Davidson, Mr. Thornton",male,31,1,0,F.C. 12750,52,B71,S,,0
673,no,Second,"Mitchell, Mr. Henry Michael",male,70,0,0,C.A. 24580,10.5,,S,,0
674,yes,Second,"Wilhelms, Mr. Charles",male,31,0,0,244270,13,,S,,1
675,no,Second,"Watson, Mr. Ennis Hastings",male,,0,0,239856,0,,S,,0
676,no,Third,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,0,349912,7.775,,S,,0
677,no,Third,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,,S,,0
678,yes,Third,"Turja, Miss. Anna Sofia",female,18,0,0,4138,9.8417,,S,,1
679,no,Third,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,1,6,CA 2144,46.9,,S,,0
680,yes,First,"Cardeza, Mr. Thomas Drake Martinez",male,36,0,1,PC 17755,512.3292,B51 B53 B55,C,,1
681,no,Third,"Peters, Miss. Katie",female,,0,0,330935,8.1375,,Q,,0
682,yes,First,"Hassab, Mr. Hammad",male,27,0,0,PC 17572,76.7292,D49,C,,1
683,no,Third,"Olsvigen, Mr. Thor Anderson",male,20,0,0,6563,9.225,,S,,0
684,no,Third,"Goodwin, Mr. Charles Edward",male,14,5,2,CA 2144,46.9,,S,,0
685,no,Second,"Brown, Mr. Thomas William Solomon",male,60,1,1,29750,39,,S,,0
686,no,Second,"Laroche, Mr. Joseph Philippe Lemercier",male,25,1,2,SC/Paris 2123,41.5792,,C,,0
687,no,Third,"Panula, Mr. Jaako Arnold",male,14,4,1,3101295,39.6875,,S,,0
688,no,Third,"Dakic, Mr. Branko",male,19,0,0,349228,10.1708,,S,,0
689,no,Third,"Fischer, Mr. Eberhard Thelander",male,18,0,0,350036,7.7958,,S,,0
690,yes,First,"Madill, Miss. Georgette Alexandra",female,15,0,1,24160,211.3375,B5,S,,1
691,yes,First,"Dick, Mr. Albert Adrian",male,31,1,0,17474,57,B20,S,,1
692,yes,Third,"Karun, Miss. Manca",female,4,0,1,349256,13.4167,,C,,1
693,yes,Third,"Lam, Mr. Ali",male,,0,0,1601,56.4958,,S,,1
694,no,Third,"Saad, Mr. Khalil",male,25,0,0,2672,7.225,,C,,0
695,no,First,"Weir, Col. John",male,60,0,0,113800,26.55,,S,,0
696,no,Second,"Chapman, Mr. Charles Henry",male,52,0,0,248731,13.5,,S,,0
697,no,Third,"Kelly, Mr. James",male,44,0,0,363592,8.05,,S,,0
698,yes,Third,"Mullens, Miss. Katherine ""Katie""",female,,0,0,35852,7.7333,,Q,,1
699,no,First,"Thayer, Mr. John Borland",male,49,1,1,17421,110.8833,C68,C,,0
700,no,Third,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,0,0,348121,7.65,F G63,S,,0
701,yes,First,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18,1,0,PC 17757,227.525,C62 C64,C,,1
702,yes,First,"Silverthorne, Mr. Spencer Victor",male,35,0,0,PC 17475,26.2875,E24,S,,1
703,no,Third,"Barbara, Miss. Saiide",female,18,0,1,2691,14.4542,,C,,0
704,no,Third,"Gallagher, Mr. Martin",male,25,0,0,36864,7.7417,,Q,,0
705,no,Third,"Hansen, Mr. Henrik Juul",male,26,1,0,350025,7.8542,,S,,0
706,no,Second,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39,0,0,250655,26,,S,,0
707,yes,Second,"Kelly, Mrs. Florence ""Fannie""",female,45,0,0,223596,13.5,,S,,1
708,yes,First,"Calderhead, Mr. Edward Pennington",male,42,0,0,PC 17476,26.2875,E24,S,,1
709,yes,First,"Cleaver, Miss. Alice",female,22,0,0,113781,151.55,,S,,1
710,yes,Third,"Moubarek, Master. Halim Gonios (""William George"")",male,,1,1,2661,15.2458,,C,,1
711,yes,First,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24,0,0,PC 17482,49.5042,C90,C,,1
712,no,First,"Klaber, Mr. Herman",male,,0,0,113028,26.55,C124,S,,0
713,yes,First,"Taylor, Mr. Elmer Zebley",male,48,1,0,19996,52,C126,S,,1
714,no,Third,"Larsson, Mr. August Viktor",male,29,0,0,7545,9.4833,,S,,0
715,no,Second,"Greenberg, Mr. Samuel",male,52,0,0,250647,13,,S,,0
716,no,Third,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,0,348124,7.65,F G73,S,,0
717,yes,First,"Endres, Miss. Caroline Louise",female,38,0,0,PC 17757,227.525,C45,C,,1
718,yes,Second,"Troutt, Miss. Edwina Celia ""Winnie""",female,27,0,0,34218,10.5,E101,S,,1
719,no,Third,"McEvoy, Mr. Michael",male,,0,0,36568,15.5,,Q,,0
720,no,Third,"Johnson, Mr. Malkolm Joackim",male,33,0,0,347062,7.775,,S,,0
721,yes,Second,"Harper, Miss. Annie Jessie ""Nina""",female,6,0,1,248727,33,,S,,1
722,no,Third,"Jensen, Mr. Svend Lauritz",male,17,1,0,350048,7.0542,,S,,0
723,no,Second,"Gillespie, Mr. William Henry",male,34,0,0,12233,13,,S,,0
724,no,Second,"Hodges, Mr. Henry Price",male,50,0,0,250643,13,,S,,0
725,yes,First,"Chambers, Mr. Norman Campbell",male,27,1,0,113806,53.1,E8,S,,1
726,no,Third,"Oreskovic, Mr. Luka",male,20,0,0,315094,8.6625,,S,,0
727,yes,Second,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30,3,0,31027,21,,S,,1
728,yes,Third,"Mannion, Miss. Margareth",female,,0,0,36866,7.7375,,Q,,1
729,no,Second,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25,1,0,236853,26,,S,,0
730,no,Third,"Ilmakangas, Miss. Pieta Sofia",female,25,1,0,STON/O2. 3101271,7.925,,S,,0
731,yes,First,"Allen, Miss. Elisabeth Walton",female,29,0,0,24160,211.3375,B5,S,,1
732,no,Third,"Hassan, Mr. Houssein G N",male,11,0,0,2699,18.7875,,C,,0
733,no,Second,"Knight, Mr. Robert J",male,,0,0,239855,0,,S,,0
734,no,Second,"Berriman, Mr. William John",male,23,0,0,28425,13,,S,,0
735,no,Second,"Troupiansky, Mr. Moses Aaron",male,23,0,0,233639,13,,S,,0
736,no,Third,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,,S,,0
737,no,Third,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,1,3,W./C. 6608,34.375,,S,,0
738,yes,First,"Lesurer, Mr. Gustave J",male,35,0,0,PC 17755,512.3292,B101,C,,1
739,no,Third,"Ivanoff, Mr. Kanio",male,,0,0,349201,7.8958,,S,,0
740,no,Third,"Nankoff, Mr. Minko",male,,0,0,349218,7.8958,,S,,0
741,yes,First,"Hawksford, Mr. Walter James",male,,0,0,16988,30,D45,S,,1
742,no,First,"Cavendish, Mr. Tyrell William",male,36,1,0,19877,78.85,C46,S,,0
743,yes,First,"Ryerson, Miss. Susan Parker ""Suzette""",female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,,1
744,no,Third,"McNamee, Mr. Neal",male,24,1,0,376566,16.1,,S,,0
745,yes,Third,"Stranden, Mr. Juho",male,31,0,0,STON/O 2. 3101288,7.925,,S,,1
746,no,First,"Crosby, Capt. Edward Gifford",male,70,1,1,WE/P 5735,71,B22,S,,0
747,no,Third,"Abbott, Mr. Rossmore Edward",male,16,1,1,C.A. 2673,20.25,,S,,0
748,yes,Second,"Sinkkonen, Miss. Anna",female,30,0,0,250648,13,,S,,1
749,no,First,"Marvin, Mr. Daniel Warner",male,19,1,0,113773,53.1,D30,S,,0
750,no,Third,"Connaghton, Mr. Michael",male,31,0,0,335097,7.75,,Q,,0
751,yes,Second,"Wells, Miss. Joan",female,4,1,1,29103,23,,S,,1
752,yes,Third,"Moor, Master. Meier",male,6,0,1,392096,12.475,E121,S,,1
753,no,Third,"Vande Velde, Mr. Johannes Joseph",male,33,0,0,345780,9.5,,S,,0
754,no,Third,"Jonkoff, Mr. Lalio",male,23,0,0,349204,7.8958,,S,,0
755,yes,Second,"Herman, Mrs. Samuel (Jane Laver)",female,48,1,2,220845,65,,S,,1
756,yes,Second,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,,S,,1
757,no,Third,"Carlsson, Mr. August Sigfrid",male,28,0,0,350042,7.7958,,S,,0
758,no,Second,"Bailey, Mr. Percy Andrew",male,18,0,0,29108,11.5,,S,,0
759,no,Third,"Theobald, Mr. Thomas Leonard",male,34,0,0,363294,8.05,,S,,0
760,yes,First,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,0,0,110152,86.5,B77,S,,1
761,no,Third,"Garfirth, Mr. John",male,,0,0,358585,14.5,,S,,0
762,no,Third,"Nirva, Mr. Iisakki Antino Aijo",male,41,0,0,SOTON/O2 3101272,7.125,,S,,0
763,yes,Third,"Barah, Mr. Hanna Assi",male,20,0,0,2663,7.2292,,C,,1
764,yes,First,"Carter, Mrs. William Ernest (Lucile Polk)",female,36,1,2,113760,120,B96 B98,S,,1
765,no,Third,"Eklund, Mr. Hans Linus",male,16,0,0,347074,7.775,,S,,0
766,yes,First,"Hogeboom, Mrs. John C (Anna Andrews)",female,51,1,0,13502,77.9583,D11,S,,1
767,no,First,"Brewe, Dr. Arthur Jackson",male,,0,0,112379,39.6,,C,,0
768,no,Third,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,,Q,,0
769,no,Third,"Moran, Mr. Daniel J",male,,1,0,371110,24.15,,Q,,0
770,no,Third,"Gronnestad, Mr. Daniel Danielsen",male,32,0,0,8471,8.3625,,S,,0
771,no,Third,"Lievens, Mr. Rene Aime",male,24,0,0,345781,9.5,,S,,0
772,no,Third,"Jensen, Mr. Niels Peder",male,48,0,0,350047,7.8542,,S,,0
773,no,Second,"Mack, Mrs. (Mary)",female,57,0,0,S.O./P.P. 3,10.5,E77,S,,0
774,no,Third,"Elias, Mr. Dibo",male,,0,0,2674,7.225,,C,,0
775,yes,Second,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54,1,3,29105,23,,S,,1
776,no,Third,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,0,0,347078,7.75,,S,,0
777,no,Third,"Tobin, Mr. Roger",male,,0,0,383121,7.75,F38,Q,,0
778,yes,Third,"Emanuel, Miss. Virginia Ethel",female,5,0,0,364516,12.475,,S,,1
779,no,Third,"Kilgannon, Mr. Thomas J",male,,0,0,36865,7.7375,,Q,,0
780,yes,First,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,0,1,24160,211.3375,B3,S,,1
781,yes,Third,"Ayoub, Miss. Banoura",female,13,0,0,2687,7.2292,,C,,1
782,yes,First,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17,1,0,17474,57,B20,S,,1
783,no,First,"Long, Mr. Milton Clyde",male,29,0,0,113501,30,D6,S,,0
784,no,Third,"Johnston, Mr. Andrew G",male,,1,2,W./C. 6607,23.45,,S,,0
785,no,Third,"Ali, Mr. William",male,25,0,0,SOTON/O.Q. 3101312,7.05,,S,,0
786,no,Third,"Harmer, Mr. Abraham (David Lishin)",male,25,0,0,374887,7.25,,S,,0
787,yes,Third,"Sjoblom, Miss. Anna Sofia",female,18,0,0,3101265,7.4958,,S,,1
788,no,Third,"Rice, Master. George Hugh",male,8,4,1,382652,29.125,,Q,,0
789,yes,Third,"Dean, Master. Bertram Vere",male,1,1,2,C.A. 2315,20.575,,S,,1
790,no,First,"Guggenheim, Mr. Benjamin",male,46,0,0,PC 17593,79.2,B82 B84,C,,0
791,no,Third,"Keane, Mr. Andrew ""Andy""",male,,0,0,12460,7.75,,Q,,0
792,no,Second,"Gaskell, Mr. Alfred",male,16,0,0,239865,26,,S,,0
793,no,Third,"Sage, Miss. Stella Anna",female,,8,2,CA. 2343,69.55,,S,,0
794,no,First,"Hoyt, Mr. William Fisher",male,,0,0,PC 17600,30.6958,,C,,0
795,no,Third,"Dantcheff, Mr. Ristiu",male,25,0,0,349203,7.8958,,S,,0
796,no,Second,"Otter, Mr. Richard",male,39,0,0,28213,13,,S,,0
797,yes,First,"Leader, Dr. Alice (Farnham)",female,49,0,0,17465,25.9292,D17,S,,1
798,yes,Third,"Osman, Mrs. Mara",female,31,0,0,349244,8.6833,,S,,1
799,no,Third,"Ibrahim Shawah, Mr. Yousseff",male,30,0,0,2685,7.2292,,C,,0
800,no,Third,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30,1,1,345773,24.15,,S,,0
801,no,Second,"Ponesell, Mr. Martin",male,34,0,0,250647,13,,S,,0
802,yes,Second,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31,1,1,C.A. 31921,26.25,,S,,1
803,yes,First,"Carter, Master. William Thornton II",male,11,1,2,113760,120,B96 B98,S,,1
804,yes,Third,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,8.5167,,C,,1
805,yes,Third,"Hedman, Mr. Oskar Arvid",male,27,0,0,347089,6.975,,S,,1
806,no,Third,"Johansson, Mr. Karl Johan",male,31,0,0,347063,7.775,,S,,0
807,no,First,"Andrews, Mr. Thomas Jr",male,39,0,0,112050,0,A36,S,,0
808,no,Third,"Pettersson, Miss. Ellen Natalia",female,18,0,0,347087,7.775,,S,,0
809,no,Second,"Meyer, Mr. August",male,39,0,0,248723,13,,S,,0
810,yes,First,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33,1,0,113806,53.1,E8,S,,1
811,no,Third,"Alexander, Mr. William",male,26,0,0,3474,7.8875,,S,,0
812,no,Third,"Lester, Mr. James",male,39,0,0,A/4 48871,24.15,,S,,0
813,no,Second,"Slemen, Mr. Richard James",male,35,0,0,28206,10.5,,S,,0
814,no,Third,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,347082,31.275,,S,,0
815,no,Third,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,,S,,0
816,no,First,"Fry, Mr. Richard",male,,0,0,112058,0,B102,S,,0
817,no,Third,"Heininen, Miss. Wendla Maria",female,23,0,0,STON/O2. 3101290,7.925,,S,,0
818,no,Second,"Mallet, Mr. Albert",male,31,1,1,S.C./PARIS 2079,37.0042,,C,,0
819,no,Third,"Holm, Mr. John Fredrik Alexander",male,43,0,0,C 7075,6.45,,S,,0
820,no,Third,"Skoog, Master. Karl Thorsten",male,10,3,2,347088,27.9,,S,,0
821,yes,First,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52,1,1,12749,93.5,B69,S,,1
822,yes,Third,"Lulic, Mr. Nikola",male,27,0,0,315098,8.6625,,S,,1
823,no,First,"Reuchlin, Jonkheer. John George",male,38,0,0,19972,0,,S,,0
824,yes,Third,"Moor, Mrs. (Beila)",female,27,0,1,392096,12.475,E121,S,,1
825,no,Third,"Panula, Master. Urho Abraham",male,2,4,1,3101295,39.6875,,S,,0
826,no,Third,"Flynn, Mr. John",male,,0,0,368323,6.95,,Q,,0
827,no,Third,"Lam, Mr. Len",male,,0,0,1601,56.4958,,S,,0
828,yes,Second,"Mallet, Master. Andre",male,1,0,2,S.C./PARIS 2079,37.0042,,C,,1
829,yes,Third,"McCormack, Mr. Thomas Joseph",male,,0,0,367228,7.75,,Q,,1
830,yes,First,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62,0,0,113572,80,B28,,,1
831,yes,Third,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15,1,0,2659,14.4542,,C,,1
832,yes,Second,"Richards, Master. George Sibley",male,0.83,1,1,29106,18.75,,S,,1
833,no,Third,"Saad, Mr. Amin",male,,0,0,2671,7.2292,,C,,0
834,no,Third,"Augustsson, Mr. Albert",male,23,0,0,347468,7.8542,,S,,0
835,no,Third,"Allum, Mr. Owen George",male,18,0,0,2223,8.3,,S,,0
836,yes,First,"Compton, Miss. Sara Rebecca",female,39,1,1,PC 17756,83.1583,E49,C,,1
837,no,Third,"Pasic, Mr. Jakob",male,21,0,0,315097,8.6625,,S,,0
838,no,Third,"Sirota, Mr. Maurice",male,,0,0,392092,8.05,,S,,0
839,yes,Third,"Chip, Mr. Chang",male,32,0,0,1601,56.4958,,S,,1
840,yes,First,"Marechal, Mr. Pierre",male,,0,0,11774,29.7,C47,C,,1
841,no,Third,"Alhomaki, Mr. Ilmari Rudolf",male,20,0,0,SOTON/O2 3101287,7.925,,S,,0
842,no,Second,"Mudd, Mr. Thomas Charles",male,16,0,0,S.O./P.P. 3,10.5,,S,,0
843,yes,First,"Serepeca, Miss. Augusta",female,30,0,0,113798,31,,C,,1
844,no,Third,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,,C,,0
845,no,Third,"Culumovic, Mr. Jeso",male,17,0,0,315090,8.6625,,S,,0
846,no,Third,"Abbing, Mr. Anthony",male,42,0,0,C.A. 5547,7.55,,S,,0
847,no,Third,"Sage, Mr. Douglas Bullen",male,,8,2,CA. 2343,69.55,,S,,0
848,no,Third,"Markoff, Mr. Marin",male,35,0,0,349213,7.8958,,C,,0
849,no,Second,"Harper, Rev. John",male,28,0,1,248727,33,,S,,0
850,yes,First,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,,1,0,17453,89.1042,C92,C,,1
851,no,Third,"Andersson, Master. Sigvard Harald Elias",male,4,4,2,347082,31.275,,S,,0
852,no,Third,"Svensson, Mr. Johan",male,74,0,0,347060,7.775,,S,,0
853,no,Third,"Boulos, Miss. Nourelain",female,9,1,1,2678,15.2458,,C,,0
854,yes,First,"Lines, Miss. Mary Conover",female,16,0,1,PC 17592,39.4,D28,S,,1
855,no,Second,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44,1,0,244252,26,,S,,0
856,yes,Third,"Aks, Mrs. Sam (Leah Rosen)",female,18,0,1,392091,9.35,,S,,1
857,yes,First,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,1,1,36928,164.8667,,S,,1
858,yes,First,"Daly, Mr. Peter Denis ",male,51,0,0,113055,26.55,E17,S,,1
859,yes,Third,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24,0,3,2666,19.2583,,C,,1
860,no,Third,"Razi, Mr. Raihed",male,,0,0,2629,7.2292,,C,,0
861,no,Third,"Hansen, Mr. Claus Peter",male,41,2,0,350026,14.1083,,S,,0
862,no,Second,"Giles, Mr. Frederick Edward",male,21,1,0,28134,11.5,,S,,0
863,yes,First,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48,0,0,17466,25.9292,D17,S,,1
864,no,Third,"Sage, Miss. Dorothy Edith ""Dolly""",female,,8,2,CA. 2343,69.55,,S,,0
865,no,Second,"Gill, Mr. John William",male,24,0,0,233866,13,,S,,0
866,yes,Second,"Bystrom, Mrs. (Karolina)",female,42,0,0,236852,13,,S,,1
867,yes,Second,"Duran y More, Miss. Asuncion",female,27,1,0,SC/PARIS 2149,13.8583,,C,,1
868,no,First,"Roebling, Mr. Washington Augustus II",male,31,0,0,PC 17590,50.4958,A24,S,,0
869,no,Third,"van Melkebeke, Mr. Philemon",male,,0,0,345777,9.5,,S,,0
870,yes,Third,"Johnson, Master. Harold Theodor",male,4,1,1,347742,11.1333,,S,,1
871,no,Third,"Balkic, Mr. Cerin",male,26,0,0,349248,7.8958,,S,,0
872,yes,First,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47,1,1,11751,52.5542,D35,S,,1
873,no,First,"Carlsson, Mr. Frans Olof",male,33,0,0,695,5,B51 B53 B55,S,,0
874,no,Third,"Vander Cruyssen, Mr. Victor",male,47,0,0,345765,9,,S,,0
875,yes,Second,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28,1,0,P/PP 3381,24,,C,,1
876,yes,Third,"Najib, Miss. Adele Kiamie ""Jane""",female,15,0,0,2667,7.225,,C,,1
877,no,Third,"Gustafsson, Mr. Alfred Ossian",male,20,0,0,7534,9.8458,,S,,0
878,no,Third,"Petroff, Mr. Nedelio",male,19,0,0,349212,7.8958,,S,,0
879,no,Third,"Laleff, Mr. Kristo",male,,0,0,349217,7.8958,,S,,0
880,yes,First,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56,0,1,11767,83.1583,C50,C,,1
881,yes,Second,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,0,1,230433,26,,S,,1
882,no,Third,"Markun, Mr. Johann",male,33,0,0,349257,7.8958,,S,,0
883,no,Third,"Dahlberg, Miss. Gerda Ulrika",female,22,0,0,7552,10.5167,,S,,0
884,no,Second,"Banfield, Mr. Frederick James",male,28,0,0,C.A./SOTON 34068,10.5,,S,,0
885,no,Third,"Sutehall, Mr. Henry Jr",male,25,0,0,SOTON/OQ 392076,7.05,,S,,0
886,no,Third,"Rice, Mrs. William (Margaret Norton)",female,39,0,5,382652,29.125,,Q,,0
887,no,Second,"Montvila, Rev. Juozas",male,27,0,0,211536,13,,S,,0
888,yes,First,"Graham, Miss. Margaret Edith",female,19,0,0,112053,30,B42,S,,1
889,no,Third,"Johnston, Miss. Catherine Helen ""Carrie""",female,,1,2,W./C. 6607,23.45,,S,,0
890,yes,First,"Behr, Mr. Karl Howell",male,26,0,0,111369,30,C148,C,,1
891,no,Third,"Dooley, Mr. Patrick",male,32,0,0,370376,7.75,,Q,,0
